NOM_COLLECTIVITE,ID_COLLECTIVITE,DELIB_DATE,DELIB_NUM,DELIB_OBJET,DIRECTION_EMETTRICE,DELEGATION_EMETTRICE
Marseille,21130055300096,2019-11-25,19/1223/ECSS,Approbation de l'actualisation des tarifs d'entrée dans les établissements gérés par le Service des Musées de la Ville de Marseille.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300097,2019-11-25,19/1222/ECSS,SERVICE DES MUSEES - Approbation de la gratuité provisoire pour l'accès au Port Antique.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300098,2019-11-25,19/1221/ECSS,Approbation de l'amnistie exceptionnelle des pénalités de retard du réseau des bibliothèques de la Ville de Marseille.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300099,2019-11-25,19/1220/ECSS,"Approbation de la convention pluriannuelle d'objectifs conclue entre la Ville de Marseille, la Région Sud Provence-Alpes-Côte d'Azur et l'association ""Aide aux Musiques Innovatrices"" (AMI) au titre des années 2020 - 2021 - 2022 - 2023.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300100,2019-11-25,19/1219/ECSS,"Approbation de la convention pluriannuelle d'objectifs conclue entre la Ville de Marseille, l'Etat - Ministère de la Culture, la Région Sud Provence-Alpes-Côte d'Azur et l'association ""Autokab"" au titre des années 2020 - 2021 - 2022 - 2023.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300101,2019-11-25,19/1218/ECSS,SERVICE DES MUSEES - Approbation d'une convention-cadre de partenariat conclue entre la Ville de Marseille et le Conseil Départemental des Bouches-du-Rhône.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300102,2019-11-25,19/1217/ECSS,SERVICE DES MUSEES - MUSEUM D'HISTOIRE NATURELLE - Approbation de la gratuité d'accès au Musée des Beaux-Arts et au Muséum d'Histoire Naturelle pour le Bicentenaire du Muséum et les 150 ans du Palais Longchamp.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300103,2019-11-25,19/1216/ECSS,"OPERA - Approbation des conventions de partenariat conclues entre la Ville de Marseille et diverses institutions et organismes, pour des actions culturelles proposées par l'Opéra et le Théâtre de l'Odéon.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300104,2019-11-25,19/1215/ECSS,"SERVICE DES MUSEES - Approbation de l'avenant n°1 à la convention de partenariat, conclu entre la Ville de Marseille et la Bibliothèque nationale de France (BnF).",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300105,2019-11-25,19/1214/ECSS,SERVICE DES MUSEES - Adhésion de la Ville de Marseille au Réseau Archéologie et Médiation antique (RAMantique) pour l'année 2019.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300106,2019-11-25,19/1213/ECSS,SERVICE DES MUSEES - Adhésion de la Ville de Marseille à l'Association Internationale des Musées d'Histoire. ,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300107,2019-11-25,19/1212/ECSS,SERVICE DES MUSEES - Approbation du lancement d'un marché à procédure formalisée pour le récolement des collections des musées de la Ville de Marseille.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300108,2019-11-25,19/1211/ECSS,SERVICE DES MUSEES - Acquisition d'une oeuvre d'art par la Ville de Marseille au profit du musée des Beaux-Arts de Marseille.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300109,2019-11-25,19/1210/ECSS,"SERVICE DES BIBLIOTHEQUES - Approbation d'une convention de co-organisation conclue entre la Ville de Marseille et l'association ""Comité du Vieux Marseille"" pour la mise en place d'un cycle de rencontres à la bibliothèque de l'Alcazar.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300110,2019-11-25,19/1209/ECSS,"Approbation de l'avenant n°1 à la convention d'investissement n°2019-80595, conclu entre la Ville de Marseille et l'association ""Lieux Fictifs"".",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300111,2019-11-25,19/1208/ECSS,"SERVICE DES BIBLIOTHEQUES - SERVICE DES MUSEES - Accueil des activités de l'association ""Provence Egyptologie"" au Musée d'Histoire de Marseille et à la bibliothèque de l'Alcazar.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300112,2019-11-25,19/1207/ECSS,"SERVICE DES BIBLIOTHEQUES - Approbation de la convention de partenariat conclue entre la Ville de Marseille et la Bibliothèque Publique d'Information pour la participation au service de réponses à distance ""Eurêkoi"".",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300113,2019-11-25,19/1206/ECSS,Participation financière de fonctionnement 2020 au Groupement d'Intérêt Public Culturel gérant le Centre Interdisciplinaire de Conservation et de Restauration du Patrimoine (GIPC-CICRP) Belle de Mai - 1er versement.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300114,2019-11-25,19/1205/ECSS,Contrat Enfance Jeunesse avec la Caisse d'Allocations Familiales des Bouches-du-Rhône - Approbation de l'avenant n°3 au contrat CEJ3G n°2016-468.,DIRECTION DE LA PETITE ENFANCE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300115,2019-11-25,19/1204/ECSS,Demande de subvention de fonctionnement pour les établissements d'accueil de la Petite Enfance auprès du Conseil Départemental des Bouches-du-Rhône.,DIRECTION DE LA PETITE ENFANCE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300116,2019-11-25,19/1203/ECSS,Approbation d'une nouvelle convention entre la Ville de Marseille et les Ministères économiques et financiers concernant le fonctionnement de la crèche Lieutaud. ,DIRECTION DE LA PETITE ENFANCE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300117,2019-11-25,19/1202/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Avenant n°2 à la délégation de service public pour l'animation et la gestion de la Maison Pour Tous Kléber / Saint-Lazare - Modification des locaux.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300118,2019-11-25,19/1201/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Attribution de subventions d'équipement à diverses associations - 4ème répartition 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300119,2019-11-25,19/1200/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Soutien aux équipements sociaux - Acomptes sur le budget 2020.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300120,2019-11-25,19/1199/ECSS,Attribution d'un acompte sur la contribution financière de la Ville de Marseille au titre de l'année 2020 - Approbation de la convention de financement conclue entre la Ville de Marseille et l'Ecole Supérieure d'Art et de Design Marseille-Méditerranée (ESADMM).,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300121,2019-11-25,19/1198/ECSS,Approbation des statuts de l'INSEAMM et désignation des représentants de la Ville de Marseille.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300122,2019-11-25,19/1197/ECSS,"Approbation du transfert du Conservatoire National à Rayonnement Régional (CNRR) à l'Etablissement Public de Coopération Culturelle (EPCC) dénommé ""Institut National Supérieur d'Enseignement Artistique de Marseille Méditerranée""",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300123,2019-11-25,19/1196/UAGP,"Approbation de la convention constitutive du groupement de commande avec la Métropole Aix-Marseille Provence, pour la passation d'un contrat relatif à une prestation d'assistance au relogement temporaire et définitif des ménages, dans le cadre d'évacuation d'immeubles interdits d'occupation ou d'opérations d'aménagement urbain.",DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION,
Marseille,21130055300124,2019-11-25,19/1195/UAGP,"SERVICE DE L'ACTION FONCIERE - 15ème arrondissement - Quartier Les Crottes - Acte portant prorogation et actualisation des effets de la promesse de vente par la Ville de Marseille d'un ensemble bâti sis 4, place Cazemajou au profit du Groupe Lazard en vue de la réalisation d'un programme immobilier.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300125,2019-11-25,19/1194/UAGP,"SERVICE DE L'ACTION FONCIERE - 3ème arrondissement - Saint-Mauront - Rue Guichard - Acquisition à l'Euro symbolique auprès de la Métropole Aix-Marseille Provence, d'une emprise foncière d'une superficie de 37 m² environ à déclasser du domaine public routier métropolitain, nécessaire à la réalisation du futur accès de l'école élémentaire Félix Pyat.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300126,2019-11-25,19/1193/UAGP,SERVICE DE L'ACTION FONCIÈRE - 7ème arrondissement - Le Pharo - Rampe Saint Maurice - Cession à la société PERIMMO - Avenant de prorogation à la promesse de vente sous conditions suspensives signée le 19 avril 2016.,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300127,2019-11-25,19/1192/UAGP,SERVICE DE L'ACTION FONCIERE - 8ème arrondissement - Opération de requalification et d'extension du parc Borely - Hippodrome Borely - Avenue Pierre Mendes France - Avenue de Bonneveine - Non renouvellement du bail emphytéotique conclu avec la Société Hippique de Marseille.,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300128,2019-11-25,19/1191/UAGP,"SERVICE DE L'ACTION FONCIERE - Zone d'Aménagement Concerté Littorale - 15ème arrondissement - Groupe scolaire Les Fabriques - Approbation de la convention de réalisation, de financement et de remise d'ouvrage du groupe scolaire entre l'Etablissement Public d'Aménagement Euroméditerranée et la Ville - Approbation de l'affectation de l'autorisation de programme.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055300129,2019-11-25,19/1190/EFAG,"SERVICE DEVELOPPEMENT TERRITORIAL - DIVISION VIE ETUDIANTE - Attribution d'une subvention de fonctionnement au Commissariat à l'Énergie Atomique (CEA) Cadarache, au titre du dispositif « PASS » 2019/2020.",DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300130,2019-11-25,19/1189/EFAG,SERVICE DEVELOPPEMENT TERRITORIAL - DIVISION VIE ETUDIANTE - Attribution d'une subvention de fonctionnement au Rectorat de  l'Académie d'Aix-Marseille pour le soutien au Salon de l'étudiant et du lycéen au titre de l'année 2020.     ,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300131,2019-11-25,19/1188/EFAG,"DIRECTION DES RELATIONS INTERNATIONALES ET EUROPEENNES - Mission officielle de la Ville de Marseille au Japon, du 8 au 14 décembre 2019 - Frais réels.",DIRECTION GENERALE ADJOINTE DE L'ATTRACTIVITE ET DE LA PROMOTION DE MARSEILLE,
Marseille,21130055300132,2019-11-25,19/1187/EFAG,Approbation du rapport de gestion et des comptes de la SOLEAM pour l'exercice 2018.,"DIRECTION DE L'EVALUATION, DES PROJETS PARTENARIAUX ET DE LA GESTION EXTERNALISEE",DIRECTION GENERALE DES SERVICES
Marseille,21130055300133,2019-11-25,19/1186/EFAG,Versement au CCAS d'un acompte sur subvention de fonctionnement à valoir sur les crédits de l'exercice 2020.,DIRECTION DU BUDGET,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300134,2019-11-25,19/1185/EFAG,Décision modificative 2019 - Provisions.,DIRECTION DU BUDGET,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300135,2019-11-25,19/1184/EFAG,Décision Modificative 2019-2 de clôture.,DIRECTION DU BUDGET,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055300136,2019-11-25,19/1183/EFAG,"Attribution de subventions de fonctionnement aux bourses du travail, année 2019.",DIRECTION GENERALE ADJOINTE DES RESSOURCES HUMAINES,
Marseille,21130055300137,2019-11-25,19/1182/EFAG,"Paiement à l'association « Comité d'Action Sociale des Personnels de la Ville de Marseille, du Centre Communal d'Action Sociale de Marseille, et de la Métropole Aix-Marseille Provence » d'un premier acompte sur subvention de fonctionnement à valoir sur les crédits de l'exercice 2020.",DIRECTION GENERALE ADJOINTE DES RESSOURCES HUMAINES,
Marseille,21130055300138,2019-11-25,19/1181/EFAG,"Versement d'une subvention en faveur de l'association « Comité d'Action Sociale des Personnels de la Ville de Marseille, du Centre Communal d'Action Sociale de Marseille et de la Métropole Aix-Marseille Provence ».",DIRECTION GENERALE ADJOINTE DES RESSOURCES HUMAINES,
Marseille,21130055300139,2019-11-25,19/1180/EFAG,Rapport annuel sur le prix et la qualité des services publics de prévention et de gestion des déchets ménagers et assimilés - Exercice 2018.,"DIRECTION DE L'EVALUATION, DES PROJETS PARTENARIAUX ET DE LA GESTION EXTERNALISEE",DIRECTION GENERALE DES SERVICES
Marseille,21130055300140,2019-11-25,19/1179/EFAG,SERVICE TOURISME - Prorogation de la convention de gestion « Promotion de tourisme » - Approbation de l'avenant n°2 pour l'année 2020.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300141,2019-11-25,19/1178/DDCV,BATAILLON DE MARINS-POMPIERS - Sortie d'inventaire de matériels roulants.,DIRECTION GENERALE ADJOINTE DES SERVICES DE SECOURS ET D'INCENDIE,
Marseille,21130055300142,2019-11-25,19/1177/DDCV,Convention de coopération entre les services de la Ville de Marseille et les services de la Métropole pour la prévention et la gestion des risques liées à l'habitat.,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION,
Marseille,21130055300143,2019-11-25,19/1176/DDCV,"BATAILLON DE MARINS-POMPIERS - Convention de gestion relative à la compétence de la commune de Marseille ""Service public de défense extérieure contre l'incendie"" transférée à la Métropole Aix-Marseille-Provence - Approbation de l'avenant numéro 2.",DIRECTION GENERALE ADJOINTE DES SERVICES DE SECOURS ET D'INCENDIE,
Marseille,21130055300144,2019-11-25,19/1175/DDCV,BATAILLON DE MARINS-POMPIERS - Conventions relatives à la prise en charge par le Bataillon de Marins-Pompiers de Marseille du service d'incendie de la société Airbus Helicopter S.A.S. à Marignane.,DIRECTION GENERALE ADJOINTE DES SERVICES DE SECOURS ET D'INCENDIE,
Marseille,21130055300145,2019-11-25,19/1174/DDCV,BATAILLON DE MARINS-POMPIERS - Convention de mise à disposition d'un officier marinier du Bataillon de Marins-Pompiers de Marseille au profit de la société Gaz Réseau Distribution de France.,DIRECTION GENERALE ADJOINTE DES SERVICES DE SECOURS ET D'INCENDIE,
Marseille,21130055300146,2019-11-25,19/1173/DDCV,Convention entre la Ville de Marseille et la Direction Départementale de la Sécurité Publique des Bouches-du-Rhône pour la mise à disposition de moyens pour le dispositif de surveillance des plages - Approbation d'une convention.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300147,2019-11-25,19/1172/DDCV,SERVICE NAUTISME ET PLONGEE - Attribution de subventions à l'association Union Nautique Marseillaise -  Approbation des conventions.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300148,2019-11-25,19/1171/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Annulation de subventions en raison de l'arrêt des activités de l'association bénéficiaire et de non réalisation de l'action subventionnée.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300149,2019-11-25,19/1170/ECSS,"Remplacement et extension des locaux du Centre Municipal d'Animation d'Eoures - 11, place Auphan - 11ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300150,2019-11-25,19/1169/ECSS,SERVICE ACCUEIL LOISIRS JEUNES - Actions en faveur de la Jeunesse et de l'animation dans les quartiers - Subventions aux associations - Exercice 2019 - 3ème répartition et annulation d'une subvention.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300151,2019-11-25,19/1168/ECSS,SERVICE DE LA JEUNESSE - Convention de partenariat entre la Ville de Marseille et le groupe La Provence pour le Salon de la Moto et du Scooter 2020.,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL,
Marseille,21130055300152,2019-11-25,19/1167/ECSS,Acquisition de tracteurs et de matériels de tonte pour les stades municipaux - Affectation de l'autorisation de programme.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300153,2019-11-25,19/1166/ECSS,Changement de nom du gymnase du Ruissatel.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
